URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.ch/ig/ch-term/ValueSet/ActivePharmaceuticalIngredient,3.1.1-ci-build,active,"2.16.756.5.30.1.1.11.82",ActivePharmaceuticalIngredient,ActivePharmaceuticalIngredient,"ActivePharmaceuticalIngredient","StructureDefinition/ch-vacd-medication-for-immunization","SCT"
http://fhir.ch/ig/ch-term/ValueSet/DocumentEntry.formatCode,3.1.1-ci-build,active,"2.16.756.5.30.1.127.3.10.1.9",DocumentEntryFormatCode,DocumentEntry.formatCode,"Document format as per Annex; EPRO-FDHA.         This unambiguous code defines the format of the XDS document. Together with the mimetype, this should provide the potential consumer with sufficient information as to whether they are in a position to process the document.","StructureDefinition/ch-vacd-composition-immunization-administration,StructureDefinition/ch-vacd-composition-vaccination-record","ihe.formatcode.fhir,ch.fhir.ig.ch-term,Other"
http://fhir.ch/ig/ch-term/ValueSet/edqm-pharmaceuticaldoseform,3.1.1-ci-build,active,"2.16.756.5.30.1.1.11.3",PharmaceuticalDoseFormEDQM,EDQM - Pharmaceutical Dose Form,"Valueset Pharmaceutical Dose Form from EDQM, PDF, export20.5.2021, see https://standardterms.edqm.eu/#","StructureDefinition/ch-vacd-medication-for-immunization","ch.fhir.ig.ch-term"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-basic-immunization-vs,6.0.0-ballot-ci-build,active,,BasicImmunizationCode,Basic Immunization Codes,"The codes for declaring basic immunization.","StructureDefinition/ch-vacd-basic-immunization","Internal"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-ch-vaccination-plan-immunizations-vs,3.1.1-ci-build,active,,SwissVaccinationPlanImmunizations,CH VACD Swiss Vaccination Plan Immunizations,"Immunization procedures for recommendations according to the vaccination plan.","StructureDefinition/ch-vacd-immunization-recommendation","SCT"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-entry-conflict-vs,6.0.0-ballot-ci-build,active,,CHVACDEntryConflictCode,Entry Conflict Codes,"The codes for declaring document entry conflicts","StructureDefinition/ch-vacd-ext-merging-conflict-entry-reference","Internal"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-immunization-allergyintolerances-vs,6.0.0-ballot-ci-build,draft,,AllergiesAndIntolerancesForImmunization,Allergies and Intolerance values for Immunization,"The allergies and adverse reactions which have an influence on the immunization recommendations.","StructureDefinition/ch-vacd-allergyintolerances","SCT"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-laboratory-serology-vs,6.0.0-ballot-ci-build,active,,LaboratorySerologyImmunization,Laboratory Serology for Immunization,"Laboratory Serology for immunization","StructureDefinition/ch-vacd-laboratory-serology","LOINC"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-recommendation-categories-vs,3.1.1-ci-build,active,,SwissImmunizationRecommendationCategories,CH VACD Recommendation Categories for Immunizations,"Immunization recommendation categories.","StructureDefinition/ch-vacd-immunization-recommendation","SCT,ch.fhir.ig.ch-term"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-risks-medical-vs,6.0.0-ballot-ci-build,active,,SwissMedicalRisksForImmunizations,Swiss Medical Risks For Immunizations,"The medical risks used in Switzerland.","ValueSet/ch-vacd-risks-vs","SCT"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-risks-occupation-vs,6.0.0-ballot-ci-build,active,,SwissOccupationRisksForImmunizations,Swiss Occupation Risks For Immunizations,"The occupation exposition risks used in Switzerland.","ValueSet/ch-vacd-risks-vs","SCT,Internal"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-risks-preillness-vs,6.0.0-ballot-ci-build,active,,SwissPreillnessRisksForImmunizations,Swiss Preillness Risks For Immunizations,"The preillness risks used in Switzerland.","ValueSet/ch-vacd-risks-vs","SCT"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-risks-social-vs,6.0.0-ballot-ci-build,active,,SwissSocialRisksForImmunizations,Swiss Social Risks For Immunizations,"The social exposition risks used in Switzerland.","ValueSet/ch-vacd-risks-vs","SCT"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-risks-vs,6.0.0-ballot-ci-build,active,,SwissRisksForImmunizations,Swiss Risks For Immunizations,"The medical and exposition risks used in Switzerland.","StructureDefinition/ch-vacd-medical-problems",
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-targetdiseasesandillnessesundergoneforimmunization-vs,3.1.1-ci-build,active,,ChVacdTargetDiseasesAndIllnessesUndergoneForImmunization,CH VACD Target disease and illnesses undergone for immunization,"This valueset contains all entries defining target deseases or illnesses undergone for immunization reasons.","StructureDefinition/ch-vacd-immunization-recommendation,StructureDefinition/ch-vacd-pastillnesses","SCT"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-verification-status-vs,6.0.0-ballot-ci-build,active,,CHVACDVerificationStatusVS,Verification Status Codes,"Definition the verification status codes for the extension ch-vacd-ext-verification-status.","StructureDefinition/ch-vacd-ext-verification-status","SCT"
